amount,count,relative
31231.0,2,0.0005
31234.0,1,0.0003
31236.0,1,0.0003
31239.0,1,0.0003
31241.0,2,0.0005
31247.0,1,0.0003
31250.0,5,0.0013
31252.0,1,0.0003
31254.0,1,0.0003
31257.0,1,0.0003
31264.0,1,0.0003
31265.0,1,0.0003
31268.0,1,0.0003
31270.0,1,0.0003
31279.0,1,0.0003
31281.0,1,0.0003
31282.0,2,0.0005
31284.0,2,0.0005
31285.0,1,0.0003
31286.0,2,0.0005
31300.0,25,0.0063
31304.0,1,0.0003
31306.0,1,0.0003
31307.0,1,0.0003
31309.5,1,0.0003
31310.0,1,0.0003
31314.0,1,0.0003
31318.0,3,0.0008
31320.0,1,0.0003
31324.0,1,0.0003
31327.0,2,0.0005
31329.0,1,0.0003
31330.0,1,0.0003
31332.0,1,0.0003
31335.0,5,0.0013
31339.0,1,0.0003
31341.0,1,0.0003
31347.0,1,0.0003
31348.0,40,0.0101
31352.0,1,0.0003
31353.0,7,0.0018
31359.0,1,0.0003
31360.0,1,0.0003
31361.0,1,0.0003
31365.0,1,0.0003
31366.0,7,0.0018
31370.0,1,0.0003
31374.0,1,0.0003
31378.0,1,0.0003
31385.0,1,0.0003
31390.0,1,0.0003
31396.0,1,0.0003
31400.0,40,0.0101
31401.0,1,0.0003
31410.0,1,0.0003
31412.0,1,0.0003
31415.0,2,0.0005
31419.0,2,0.0005
31423.5,2,0.0005
31425.0,8,0.002
31428.0,1,0.0003
31440.0,1,0.0003
31443.0,1,0.0003
31444.0,4,0.001
31449.0,1,0.0003
31450.0,1,0.0003
31459.0,1,0.0003
31462.0,2,0.0005
31467.0,3,0.0008
31469.0,1,0.0003
31474.0,1,0.0003
31480.5,7,0.0018
31484.0,2,0.0005
31486.0,1,0.0003
31491.0,2,0.0005
31495.0,1,0.0003
31499.0,1,0.0003
31500.0,30,0.0076
31503.0,1,0.0003
31515.0,1,0.0003
31518.0,1,0.0003
31519.5,1,0.0003
31520.0,3,0.0008
31524.0,2,0.0005
31526.0,6,0.0015
31527.0,1,0.0003
31532.0,1,0.0003
31535.0,2,0.0005
31537.0,1,0.0003
31538.0,2,0.0005
31540.0,2,0.0005
31542.0,1,0.0003
31550.0,1,0.0003
31557.0,8,0.002
31560.0,2,0.0005
31569.0,4,0.001
31575.0,4,0.001
31578.0,2,0.0005
31581.0,1,0.0003
31587.0,1,0.0003
31588.0,1,0.0003
31591.0,1,0.0003
31596.0,2,0.0005
31598.0,1,0.0003
31600.0,33,0.0083
31605.0,1,0.0003
31607.0,3,0.0008
31609.0,1,0.0003
31617.0,7,0.0018
31618.0,1,0.0003
31621.0,1,0.0003
31623.0,1,0.0003
31624.0,19,0.0048
31628.0,1,0.0003
31634.0,1,0.0003
31635.0,1,0.0003
31636.5,2,0.0005
31641.0,1,0.0003
31645.0,3,0.0008
31648.0,19,0.0048
31649.0,2,0.0005
31653.0,1,0.0003
31657.0,1,0.0003
31658.0,3,0.0008
31660.0,2,0.0005
31670.0,1,0.0003
31677.0,2,0.0005
31683.0,1,0.0003
31693.0,1,0.0003
31695.0,2,0.0005
31698.0,1,0.0003
31700.0,31,0.0078
31710.0,1,0.0003
31711.5,2,0.0005
31712.0,1,0.0003
31721.0,1,0.0003
31723.0,1,0.0003
31725.0,2,0.0005
31729.0,1,0.0003
31735.0,1,0.0003
31737.0,5,0.0013
31741.0,1,0.0003
31744.0,1,0.0003
31745.0,1,0.0003
31748.0,1,0.0003
31749.0,1,0.0003
31752.0,1,0.0003
31755.0,1,0.0003
31758.0,2,0.0005
31759.0,1,0.0003
31761.0,1,0.0003
31767.0,1,0.0003
31768.0,1,0.0003
31770.0,2,0.0005
31772.0,1,0.0003
31774.0,1,0.0003
31779.0,1,0.0003
31782.0,2,0.0005
31788.0,1,0.0003
31792.0,1,0.0003
31796.0,1,0.0003
31797.0,1,0.0003
31799.0,1,0.0003
31800.0,24,0.0061
31802.0,1,0.0003
31803.0,1,0.0003
31808.0,1,0.0003
31821.0,5,0.0013
31825.0,1,0.0003
31828.0,1,0.0003
31830.0,7,0.0018
31833.0,1,0.0003
31835.0,2,0.0005
31837.0,1,0.0003
31838.0,1,0.0003
31840.0,4,0.001
31845.0,32,0.0081
31846.0,9,0.0023
31847.0,2,0.0005
31854.0,1,0.0003
31861.0,1,0.0003
31863.0,1,0.0003
31868.0,1,0.0003
31870.0,1,0.0003
31876.0,1,0.0003
31880.0,4,0.001
31881.0,1,0.0003
31882.0,1,0.0003
31884.0,1,0.0003
31885.0,1,0.0003
31886.0,5,0.0013
31892.0,1,0.0003
31898.0,1,0.0003
31900.0,30,0.0076
31902.0,1,0.0003
31906.0,1,0.0003
31907.0,1,0.0003
31909.5,7,0.0018
31915.0,1,0.0003
31917.0,1,0.0003
31918.0,1,0.0003
31920.0,1,0.0003
31924.0,1,0.0003
31926.0,1,0.0003
31929.0,1,0.0003
31932.0,1,0.0003
31934.0,1,0.0003
31935.0,1,0.0003
31936.0,1,0.0003
31937.0,6,0.0015
31944.0,1,0.0003
31947.0,1,0.0003
31948.0,1,0.0003
31953.0,1,0.0003
31958.0,2,0.0005
31962.0,4,0.001
31968.0,7,0.0018
31976.0,1,0.0003
31978.0,1,0.0003
31986.0,1,0.0003
31989.0,1,0.0003
31994.0,1,0.0003
31999.0,1,0.0003
32000.0,22,0.0055
32001.0,1,0.0003
32004.0,1,0.0003
32005.0,1,0.0003
32010.0,8,0.002
32012.0,1,0.0003
32014.0,2,0.0005
32015.0,1,0.0003
32017.0,1,0.0003
32028.0,1,0.0003
32029.0,1,0.0003
32031.0,1,0.0003
32032.0,1,0.0003
32038.0,2,0.0005
32048.0,3,0.0008
32052.0,1,0.0003
32056.0,1,0.0003
32058.0,2,0.0005
32065.0,2,0.0005
32074.0,1,0.0003
32075.0,1,0.0003
32077.0,1,0.0003
32082.0,3,0.0008
32089.0,1,0.0003
32091.0,1,0.0003
32098.0,1,0.0003
32099.0,2,0.0005
32100.0,33,0.0083
32111.0,1,0.0003
32119.0,1,0.0003
32120.0,7,0.0018
32121.0,1,0.0003
32122.0,1,0.0003
32126.0,1,0.0003
32127.0,2,0.0005
32128.0,1,0.0003
32129.0,1,0.0003
32130.0,1,0.0003
32133.0,1,0.0003
32137.0,1,0.0003
32140.0,1,0.0003
32142.0,1,0.0003
32145.0,1,0.0003
32146.5,8,0.002
32147.0,1,0.0003
32148.0,8,0.002
32150.0,5,0.0013
32151.0,2,0.0005
32153.0,1,0.0003
32158.0,1,0.0003
32165.0,2,0.0005
32176.0,1,0.0003
32179.0,1,0.0003
32186.0,1,0.0003
32187.0,3,0.0008
32190.0,2,0.0005
32196.0,1,0.0003
32200.0,25,0.0063
32215.0,1,0.0003
32223.0,1,0.0003
32224.0,1,0.0003
32227.0,2,0.0005
32230.0,2,0.0005
32231.0,1,0.0003
32238.0,1,0.0003
32239.0,1,0.0003
32240.0,1,0.0003
32244.0,2,0.0005
32245.0,26,0.0066
32246.0,1,0.0003
32250.0,7,0.0018
32261.0,1,0.0003
32264.0,3,0.0008
32270.0,1,0.0003
32271.0,2,0.0005
32272.0,1,0.0003
32274.0,1,0.0003
32279.0,1,0.0003
32282.0,1,0.0003
32283.0,1,0.0003
32288.0,8,0.002
32289.0,7,0.0018
32290.0,1,0.0003
32291.0,1,0.0003
32299.0,2,0.0005
32300.0,25,0.0063
32302.0,1,0.0003
32302.5,3,0.0008
32303.0,1,0.0003
32305.0,1,0.0003
32308.0,2,0.0005
32309.0,1,0.0003
32316.0,2,0.0005
32317.0,1,0.0003
32319.0,1,0.0003
32320.0,3,0.0008
32322.0,1,0.0003
32325.0,1,0.0003
32327.0,2,0.0005
32328.0,1,0.0003
32329.5,8,0.002
32332.0,1,0.0003
32338.0,1,0.0003
32340.0,1,0.0003
32345.0,1,0.0003
32352.0,2,0.0005
32359.0,1,0.0003
32362.0,1,0.0003
32363.0,1,0.0003
32365.0,1,0.0003
32377.0,1,0.0003
32381.0,17,0.0043
32383.0,1,0.0003
32384.0,1,0.0003
32396.0,1,0.0003
32399.0,1,0.0003
32400.0,20,0.005
32402.0,1,0.0003
32403.0,7,0.0018
32404.0,1,0.0003
32407.0,1,0.0003
32408.0,1,0.0003
32409.0,1,0.0003
32410.0,1,0.0003
32418.0,1,0.0003
32419.0,1,0.0003
32425.0,1,0.0003
32430.0,1,0.0003
32433.0,1,0.0003
32434.0,1,0.0003
32434.5,7,0.0018
32441.0,1,0.0003
32443.0,1,0.0003
32449.5,1,0.0003
32451.0,1,0.0003
32456.0,1,0.0003
32459.0,1,0.0003
32463.0,1,0.0003
32466.0,1,0.0003
32467.0,1,0.0003
32468.0,1,0.0003
32472.0,1,0.0003
32478.0,7,0.0018
32480.0,1,0.0003
32489.0,1,0.0003
32490.0,1,0.0003
32492.0,1,0.0003
32493.0,1,0.0003
32498.0,7,0.0018
32500.0,36,0.0091
32506.0,1,0.0003
32507.0,1,0.0003
32521.0,1,0.0003
32525.0,1,0.0003
32526.0,1,0.0003
32531.0,2,0.0005
32532.0,1,0.0003
32536.0,1,0.0003
32537.0,1,0.0003
32540.0,1,0.0003
32542.5,4,0.001
32543.0,2,0.0005
32546.0,1,0.0003
32547.0,2,0.0005
32552.0,1,0.0003
32554.0,1,0.0003
32555.0,2,0.0005
32558.0,1,0.0003
32559.0,2,0.0005
32561.0,1,0.0003
32562.0,1,0.0003
32563.0,1,0.0003
32564.0,1,0.0003
32566.0,1,0.0003
32568.0,1,0.0003
32572.0,1,0.0003
32573.0,1,0.0003
32575.0,1,0.0003
32576.0,6,0.0015
32577.0,8,0.002
32579.0,1,0.0003
32582.0,1,0.0003
32583.0,2,0.0005
32587.0,1,0.0003
32588.0,8,0.002
32592.0,1,0.0003
32594.0,13,0.0033
32600.0,34,0.0086
32602.0,1,0.0003
32604.0,9,0.0023
32607.0,1,0.0003
32611.0,1,0.0003
32612.0,1,0.0003
32615.0,1,0.0003
32616.0,1,0.0003
32617.0,1,0.0003
32618.0,1,0.0003
32619.0,1,0.0003
32621.0,1,0.0003
32622.0,1,0.0003
32623.0,1,0.0003
32624.0,1,0.0003
32626.0,1,0.0003
32629.0,1,0.0003
32638.0,1,0.0003
32640.0,3,0.0008
32642.0,1,0.0003
32645.0,2,0.0005
32652.0,1,0.0003
32653.0,1,0.0003
32653.5,7,0.0018
32658.0,1,0.0003
32662.0,1,0.0003
32663.0,1,0.0003
32665.0,1,0.0003
32670.0,1,0.0003
32671.0,1,0.0003
32672.0,1,0.0003
32682.0,7,0.0018
32685.0,1,0.0003
32686.0,2,0.0005
32688.0,1,0.0003
32689.0,1,0.0003
32693.0,3,0.0008
32695.0,1,0.0003
32698.0,2,0.0005
32699.0,1,0.0003
32700.0,27,0.0068
32704.0,1,0.0003
32706.0,1,0.0003
32707.0,1,0.0003
32708.0,1,0.0003
32712.0,1,0.0003
32715.0,1,0.0003
32717.0,1,0.0003
32720.0,1,0.0003
32722.0,1,0.0003
32724.0,1,0.0003
32725.0,1,0.0003
32729.0,1,0.0003
32733.0,1,0.0003
32744.0,1,0.0003
32745.0,1,0.0003
32746.0,1,0.0003
32747.0,1,0.0003
32749.0,1,0.0003
32752.0,1,0.0003
32754.0,1,0.0003
32760.0,1,0.0003
32761.0,1,0.0003
32763.0,2,0.0005
32768.0,2,0.0005
32779.0,1,0.0003
32795.0,1,0.0003
32800.0,22,0.0055
32803.0,1,0.0003
32804.0,1,0.0003
32807.0,1,0.0003
32811.0,3,0.0008
32814.0,1,0.0003
32816.0,1,0.0003
32820.0,1,0.0003
32822.0,2,0.0005
32823.0,3,0.0008
32825.0,1,0.0003
32826.0,7,0.0018
32827.0,1,0.0003
32829.0,6,0.0015
32831.0,1,0.0003
32832.0,1,0.0003
32834.0,1,0.0003
32835.0,2,0.0005
32847.0,1,0.0003
32848.0,2,0.0005
32856.0,6,0.0015
32858.0,1,0.0003
32860.0,1,0.0003
32862.0,1,0.0003
32863.0,1,0.0003
32867.0,3,0.0008
32871.0,1,0.0003
32873.0,1,0.0003
32876.0,1,0.0003
32880.0,1,0.0003
32883.0,1,0.0003
32888.0,1,0.0003
32890.0,3,0.0008
32896.0,1,0.0003
32898.0,1,0.0003
32899.0,1,0.0003
32900.0,27,0.0068
32902.0,2,0.0005
32904.0,8,0.002
32905.0,1,0.0003
32918.0,1,0.0003
32921.0,1,0.0003
32926.0,1,0.0003
32928.0,1,0.0003
32930.0,1,0.0003
32938.0,1,0.0003
32941.0,1,0.0003
32947.0,1,0.0003
32948.0,1,0.0003
32949.0,1,0.0003
32955.0,1,0.0003
32956.0,8,0.002
32960.0,3,0.0008
32961.0,1,0.0003
32964.0,1,0.0003
32965.0,1,0.0003
32980.0,1,0.0003
32982.0,1,0.0003
32986.0,1,0.0003
32987.0,1,0.0003
32989.0,1,0.0003
32990.0,7,0.0018
32991.0,2,0.0005
32992.0,4,0.001
32994.0,1,0.0003
32996.0,1,0.0003
33000.0,28,0.0071
33005.0,1,0.0003
33012.0,1,0.0003
33016.0,2,0.0005
33021.0,1,0.0003
33022.0,1,0.0003
33034.0,1,0.0003
33035.0,3,0.0008
33037.0,1,0.0003
33039.0,1,0.0003
33042.0,2,0.0005
33045.0,1,0.0003
33048.0,1,0.0003
33059.0,1,0.0003
33061.0,1,0.0003
33064.0,1,0.0003
33066.0,1,0.0003
33068.0,1,0.0003
33070.0,2,0.0005
33073.0,1,0.0003
33076.0,1,0.0003
33079.0,1,0.0003
33080.0,1,0.0003
33081.0,9,0.0023
33082.0,1,0.0003
33084.0,1,0.0003
33085.0,1,0.0003
33090.0,7,0.0018
33092.0,1,0.0003
33094.0,1,0.0003
33096.0,4,0.001
33098.0,4,0.001
33100.0,26,0.0066
33100.5,8,0.002
33104.0,1,0.0003
33109.0,1,0.0003
33110.0,1,0.0003
33114.0,1,0.0003
33120.0,3,0.0008
33128.0,1,0.0003
33131.0,1,0.0003
33132.0,9,0.0023
33144.0,1,0.0003
33147.0,3,0.0008
33151.0,1,0.0003
33153.0,1,0.0003
33154.0,1,0.0003
33154.5,1,0.0003
33162.0,1,0.0003
33166.0,2,0.0005
33170.0,6,0.0015
33173.0,1,0.0003
33176.0,1,0.0003
33178.0,8,0.002
33181.5,5,0.0013
33185.0,1,0.0003
33189.0,6,0.0015
33190.0,3,0.0008
33195.0,4,0.001
33198.0,6,0.0015
33200.0,20,0.005
33206.0,1,0.0003
33207.0,1,0.0003
33214.0,2,0.0005
33223.0,1,0.0003
33227.0,1,0.0003
33229.0,1,0.0003
33231.0,3,0.0008
33242.0,1,0.0003
33246.0,1,0.0003
33248.0,1,0.0003
33250.0,1,0.0003
33252.0,1,0.0003
33258.0,1,0.0003
33273.0,1,0.0003
33274.5,7,0.0018
33275.0,2,0.0005
33276.0,4,0.001
33280.0,1,0.0003
33281.0,1,0.0003
33285.0,1,0.0003
33289.0,1,0.0003
33290.0,1,0.0003
33291.0,1,0.0003
33292.0,1,0.0003
33294.0,2,0.0005
33300.0,27,0.0068
33306.0,1,0.0003
33308.0,1,0.0003
33311.0,1,0.0003
33314.0,1,0.0003
33317.0,1,0.0003
33322.0,1,0.0003
33327.0,4,0.001
33331.0,1,0.0003
33333.0,1,0.0003
33336.0,1,0.0003
33340.0,8,0.002
33342.0,2,0.0005
33343.0,1,0.0003
33346.0,1,0.0003
33350.0,1,0.0003
33359.0,1,0.0003
33361.0,1,0.0003
33363.0,1,0.0003
33371.0,1,0.0003
33372.0,1,0.0003
33374.0,1,0.0003
33377.0,1,0.0003
33382.0,1,0.0003
33386.0,1,0.0003
33392.0,1,0.0003
33394.0,1,0.0003
33400.0,22,0.0055
33401.0,1,0.0003
33403.0,1,0.0003
33407.0,2,0.0005
33410.0,1,0.0003
33411.0,1,0.0003
33413.0,1,0.0003
33417.0,1,0.0003
33421.0,1,0.0003
33425.0,1,0.0003
33434.0,1,0.0003
33435.0,1,0.0003
33438.0,1,0.0003
33439.0,2,0.0005
33440.0,2,0.0005
33442.0,1,0.0003
33450.0,1,0.0003
33452.0,11,0.0028
33456.0,1,0.0003
33457.0,1,0.0003
33462.0,1,0.0003
33463.0,2,0.0005
33464.0,4,0.001
33472.0,1,0.0003
33483.0,1,0.0003
33488.0,1,0.0003
33490.0,2,0.0005
33491.0,2,0.0005
33492.0,1,0.0003
33493.0,2,0.0005
33495.0,1,0.0003
33499.0,1,0.0003
33500.0,28,0.0071
33502.5,8,0.002
33503.0,1,0.0003
33511.0,2,0.0005
33512.0,1,0.0003
33517.0,2,0.0005
33519.0,1,0.0003
33524.0,8,0.002
33531.0,1,0.0003
33532.0,1,0.0003
33537.0,1,0.0003
33538.0,1,0.0003
33540.0,9,0.0023
33543.0,1,0.0003
33545.0,1,0.0003
33551.0,1,0.0003
33552.0,2,0.0005
33553.0,1,0.0003
33560.0,1,0.0003
33561.0,1,0.0003
33567.0,1,0.0003
33574.0,1,0.0003
33581.0,1,0.0003
33584.0,11,0.0028
33588.0,1,0.0003
33590.0,1,0.0003
33591.0,1,0.0003
33592.0,1,0.0003
33594.0,3,0.0008
33600.0,28,0.0071
33604.0,2,0.0005
33612.0,1,0.0003
33613.0,1,0.0003
33618.0,1,0.0003
33623.0,1,0.0003
33626.0,1,0.0003
33631.0,1,0.0003
33638.0,1,0.0003
33642.0,1,0.0003
33653.0,1,0.0003
33654.0,7,0.0018
33658.5,7,0.0018
33659.0,1,0.0003
33668.0,1,0.0003
33669.0,1,0.0003
33671.0,2,0.0005
33674.0,1,0.0003
33677.0,1,0.0003
33678.0,8,0.002
33682.0,1,0.0003
33683.0,1,0.0003
33688.0,1,0.0003
33690.0,1,0.0003
33696.0,3,0.0008
33698.0,1,0.0003
33700.0,29,0.0073
33704.0,1,0.0003
33707.0,1,0.0003
33708.0,1,0.0003
33710.0,1,0.0003
33711.0,1,0.0003
33712.0,1,0.0003
33718.0,1,0.0003
33719.0,3,0.0008
33720.0,1,0.0003
33724.0,2,0.0005
33733.0,1,0.0003
33745.0,1,0.0003
33747.0,13,0.0033
33751.0,1,0.0003
33755.0,1,0.0003
33759.0,1,0.0003
33760.0,3,0.0008
33767.0,1,0.0003
33768.0,2,0.0005
33772.0,2,0.0005
33773.0,1,0.0003
33776.0,1,0.0003
33781.0,1,0.0003
33782.0,2,0.0005
33787.0,1,0.0003
33790.0,1,0.0003
33792.0,1,0.0003
33797.0,12,0.003
33800.0,21,0.0053
33802.0,1,0.0003
33804.0,1,0.0003
33805.0,1,0.0003
33807.0,1,0.0003
33811.0,1,0.0003
33812.0,1,0.0003
33816.0,6,0.0015
33827.0,5,0.0013
33828.0,1,0.0003
33829.0,1,0.0003
33829.5,1,0.0003
33830.0,1,0.0003
33831.0,1,0.0003
33839.0,1,0.0003
33849.0,1,0.0003
33852.0,2,0.0005
33857.0,1,0.0003
33859.0,1,0.0003
33861.0,1,0.0003
33864.0,1,0.0003
33865.0,1,0.0003
33867.0,2,0.0005
33873.0,1,0.0003
33874.0,3,0.0008
33882.0,1,0.0003
33883.0,1,0.0003
33889.0,1,0.0003
33891.0,1,0.0003
33896.0,1,0.0003
33900.0,18,0.0045
33903.0,1,0.0003
33905.0,1,0.0003
33909.0,1,0.0003
33912.0,8,0.002
33918.0,1,0.0003
33922.0,1,0.0003
33923.0,1,0.0003
33927.0,1,0.0003
33930.0,1,0.0003
33935.0,1,0.0003
33936.0,35,0.0088
33939.0,1,0.0003
33940.0,2,0.0005
33945.0,2,0.0005
33946.0,1,0.0003
33948.0,10,0.0025
33949.0,1,0.0003
33953.0,1,0.0003
33958.0,2,0.0005
33963.0,1,0.0003
33971.0,1,0.0003
33972.0,1,0.0003
33974.0,1,0.0003
33975.0,1,0.0003
33978.0,1,0.0003
33985.0,2,0.0005
33991.0,1,0.0003
34000.0,32,0.0081
34002.0,8,0.002
34004.0,8,0.002
34006.0,1,0.0003
34009.0,3,0.0008
34010.0,1,0.0003
34012.0,1,0.0003
34018.0,1,0.0003
34020.0,2,0.0005
34021.0,1,0.0003
34029.0,1,0.0003
34037.0,1,0.0003
34040.0,1,0.0003
34041.0,1,0.0003
34043.0,1,0.0003
34050.0,1,0.0003
34054.0,1,0.0003
34056.0,1,0.0003
34059.0,1,0.0003
34065.0,1,0.0003
34068.0,1,0.0003
34070.0,4,0.001
34071.0,2,0.0005
34072.0,1,0.0003
34074.0,1,0.0003
34076.0,1,0.0003
34079.0,1,0.0003
34083.0,4,0.001
34085.0,1,0.0003
34086.0,1,0.0003
34096.0,1,0.0003
34099.0,1,0.0003
34100.0,24,0.0061
34101.0,1,0.0003
34105.0,2,0.0005
34108.0,1,0.0003
34109.0,2,0.0005
34114.0,1,0.0003
34115.0,1,0.0003
34119.0,1,0.0003
34130.0,8,0.002
34132.5,4,0.001
34146.0,1,0.0003
34147.5,2,0.0005
34157.0,1,0.0003
34167.0,1,0.0003
34173.0,2,0.0005
34176.0,1,0.0003
34177.0,1,0.0003
34178.0,1,0.0003
34179.0,1,0.0003
34181.0,1,0.0003
34184.0,3,0.0008
34185.0,4,0.001
34190.0,2,0.0005
34197.0,9,0.0023
34198.0,1,0.0003
34199.0,1,0.0003
34200.0,33,0.0083
34202.0,15,0.0038
34204.0,1,0.0003
34207.0,1,0.0003
34208.0,1,0.0003
34212.0,1,0.0003
34214.0,1,0.0003
34218.0,1,0.0003
34219.0,1,0.0003
34221.0,1,0.0003
34222.0,1,0.0003
34228.0,1,0.0003
34231.0,1,0.0003
34234.5,5,0.0013
34236.0,7,0.0018
34240.0,1,0.0003
34246.0,2,0.0005
34247.0,2,0.0005
34264.0,2,0.0005
34272.0,1,0.0003
34274.0,2,0.0005
34277.0,1,0.0003
34278.0,3,0.0008
34279.0,1,0.0003
34284.0,1,0.0003
34289.0,1,0.0003
34290.0,1,0.0003
34291.0,2,0.0005
34292.0,1,0.0003
34298.0,1,0.0003
34300.0,30,0.0076
34312.0,1,0.0003
34313.0,1,0.0003
34315.0,1,0.0003
34317.0,1,0.0003
34322.0,1,0.0003
34330.0,1,0.0003
34331.0,1,0.0003
34334.0,1,0.0003
34338.0,1,0.0003
34341.0,7,0.0018
34344.0,3,0.0008
34350.0,1,0.0003
34352.0,1,0.0003
34355.0,1,0.0003
34359.0,4,0.001
34360.0,1,0.0003
34366.0,1,0.0003
34373.0,1,0.0003
34380.0,2,0.0005
34388.0,1,0.0003
34390.0,1,0.0003
34394.0,1,0.0003
34395.0,3,0.0008
34400.0,20,0.005
34409.0,37,0.0093
34414.0,1,0.0003
34418.0,2,0.0005
34419.0,4,0.001
34422.0,1,0.0003
34426.0,2,0.0005
34428.0,1,0.0003
34429.0,1,0.0003
34430.0,32,0.0081
34431.0,1,0.0003
34432.0,1,0.0003
34441.0,1,0.0003
34443.0,7,0.0018
34445.0,1,0.0003
34447.0,1,0.0003
34448.0,1,0.0003
34452.0,2,0.0005
34456.0,1,0.0003
34457.0,1,0.0003
34459.0,1,0.0003
34460.0,1,0.0003
34466.0,1,0.0003
34468.0,1,0.0003
34478.0,7,0.0018
34482.0,1,0.0003
34483.0,38,0.0096
34484.0,1,0.0003
34486.0,2,0.0005
34493.0,2,0.0005
34498.0,1,0.0003
34500.0,28,0.0071
34504.0,5,0.0013
34508.0,2,0.0005
34509.0,1,0.0003
34515.0,2,0.0005
34519.0,1,0.0003
34523.0,1,0.0003
34525.0,1,0.0003
34535.0,1,0.0003
34541.0,1,0.0003
34543.0,3,0.0008
34550.0,1,0.0003
34551.0,7,0.0018
34552.0,6,0.0015
34556.0,1,0.0003
34557.0,1,0.0003
34560.0,3,0.0008
34562.0,10,0.0025
34564.0,1,0.0003
34567.0,1,0.0003
34570.0,1,0.0003
34582.0,1,0.0003
34584.0,1,0.0003
34588.0,1,0.0003
34590.0,1,0.0003
34592.0,1,0.0003
34595.0,1,0.0003
34596.0,7,0.0018
34599.0,1,0.0003
34600.0,19,0.0048
34612.0,1,0.0003
34620.0,1,0.0003
34622.0,5,0.0013
34624.0,4,0.001
34630.0,1,0.0003
34633.0,1,0.0003
34636.0,1,0.0003
34637.0,1,0.0003
34638.0,4,0.001
34642.0,1,0.0003
34649.0,1,0.0003
34650.0,1,0.0003
34658.0,2,0.0005
34661.0,1,0.0003
34662.0,1,0.0003
34665.0,1,0.0003
34666.0,1,0.0003
34667.0,1,0.0003
34673.0,1,0.0003
34674.0,8,0.002
34678.0,2,0.0005
34681.0,1,0.0003
34683.0,2,0.0005
34684.5,2,0.0005
34691.0,1,0.0003
34693.0,1,0.0003
34695.0,1,0.0003
34696.0,8,0.002
34700.0,22,0.0055
34714.0,7,0.0018
34720.0,1,0.0003
34723.0,1,0.0003
34724.0,2,0.0005
34726.0,1,0.0003
34729.0,1,0.0003
34730.0,1,0.0003
34734.0,8,0.002
34740.0,1,0.0003
34744.0,1,0.0003
34751.0,1,0.0003
34754.0,1,0.0003
34755.0,2,0.0005
34759.0,1,0.0003
34761.0,1,0.0003
34764.0,7,0.0018
34765.0,1,0.0003
34767.0,1,0.0003
34768.0,8,0.002
34771.0,1,0.0003
34782.0,2,0.0005
34784.0,1,0.0003
34795.0,1,0.0003
34796.0,1,0.0003
34800.0,24,0.0061
34803.0,1,0.0003
34804.0,1,0.0003
34808.0,1,0.0003
34812.0,1,0.0003
34813.5,1,0.0003
34818.0,1,0.0003
34824.0,1,0.0003
34826.0,1,0.0003
34828.0,1,0.0003
34832.0,2,0.0005
34836.0,3,0.0008
34837.0,1,0.0003
34839.0,2,0.0005
34841.0,1,0.0003
34843.0,1,0.0003
34844.0,1,0.0003
34845.0,5,0.0013
34848.0,1,0.0003
34850.0,1,0.0003
34854.0,1,0.0003
34856.0,2,0.0005
34860.0,1,0.0003
34868.0,1,0.0003
34880.0,1,0.0003
34881.0,4,0.001
34883.0,1,0.0003
34884.0,1,0.0003
34885.0,1,0.0003
34888.0,1,0.0003
34889.0,1,0.0003
34892.0,6,0.0015
34894.5,1,0.0003
34899.0,1,0.0003
34900.0,15,0.0038
34902.0,8,0.002
34903.0,1,0.0003
34906.5,2,0.0005
34907.0,1,0.0003
34914.0,1,0.0003
34919.0,1,0.0003
34922.0,1,0.0003
34923.0,1,0.0003
34924.0,2,0.0005
34928.0,1,0.0003
34932.0,1,0.0003
34937.0,1,0.0003
34938.0,1,0.0003
34940.0,2,0.0005
34941.0,3,0.0008
34944.0,1,0.0003
34948.0,1,0.0003
34952.0,1,0.0003
34954.0,1,0.0003
34957.0,1,0.0003
34960.0,1,0.0003
34968.0,1,0.0003
34970.0,1,0.0003
34972.0,1,0.0003
34983.0,1,0.0003
34984.0,1,0.0003
34989.0,2,0.0005
34995.0,8,0.002
35000.0,26,0.0066
35001.0,2,0.0005
35002.0,1,0.0003
35003.0,1,0.0003
35005.0,1,0.0003
35011.0,1,0.0003
35011.5,1,0.0003
35013.0,1,0.0003
35014.0,1,0.0003
35017.0,1,0.0003
35018.0,4,0.001
35020.0,7,0.0018
35023.0,1,0.0003
35027.0,1,0.0003
35032.0,1,0.0003
35040.0,2,0.0005
35045.0,1,0.0003
35048.0,1,0.0003
35054.0,1,0.0003
35055.0,2,0.0005
35057.0,1,0.0003
35060.0,1,0.0003
35064.0,8,0.002
35065.0,1,0.0003
35068.0,1,0.0003
35069.0,1,0.0003
35072.0,8,0.002
35077.0,3,0.0008
35079.0,2,0.0005
35081.0,1,0.0003
35083.0,1,0.0003
35084.0,1,0.0003
35087.0,2,0.0005
35092.0,1,0.0003
35095.0,1,0.0003
35096.0,2,0.0005
35097.0,1,0.0003
35100.0,28,0.0071
35102.0,1,0.0003
35105.0,1,0.0003
35108.0,1,0.0003
35110.0,3,0.0008
35111.0,1,0.0003
35124.0,1,0.0003
35127.0,3,0.0008
35130.0,7,0.0018
35139.0,7,0.0018
35147.0,1,0.0003
35160.0,1,0.0003
35163.0,3,0.0008
35164.0,1,0.0003
